"","EXPEDIENTE","TIPO","REGIÓN","PROVINCIA","CIUDAD","TAMAÑO","SECTOR","EMPLEADOS","ACTIVO","PATRIMONIO","VENTAS","UTILIDAD","SECTOR_PROD"
"155",703906,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",64,608365.66,325843.15,1402063.6,297244.3,"AGRICULTURA"
"156",102731,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",65,9586564.48,6184131.58,7051517.28,294441.2,"AGRICULTURA"
"157",21917,"RESPONSABILIDAD LIMITADA","COSTA","EL ORO","MACHALA","GRANDE","SOCIETARIO",375,3296475.68,2591465.87,1821161.82,294003.08,"AGRICULTURA"
"158",178471,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","GRANDE","SOCIETARIO",30,5438604.07,2072252.65,8124726.33,292573.76,"AGRICULTURA"
"159",148365,"ANÓNIMA","COSTA","EL ORO","MACHALA","GRANDE","SOCIETARIO",5,3441628.8,829656.87,7961284.02,280782.04,"AGRICULTURA"
"160",127970,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",65,1482666.02,280238.89,4390258.53,278853.51,"AGRICULTURA"
"161",105479,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",12,9222880.91,2059630.45,7997821.09,275538.53,"AGRICULTURA"
"162",49308,"ANÓNIMA","SIERRA","PICHINCHA","MACHACHI","MEDIANA","SOCIETARIO",220,4169908.09,2932320.67,4684800.03,275534.59,"AGRICULTURA"
"163",116041,"ANÓNIMA","COSTA","GUAYAS","EL TRIUNFO","GRANDE","SOCIETARIO",10,7046265.45,1453942.8,9085110.51,272892.45,"AGRICULTURA"
"164",39054,"RESPONSABILIDAD LIMITADA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",170,1379590.39,635196.3,4183081.21,265254.15,"AGRICULTURA"
"165",128792,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",39,1579058.2,665611.14,2961651.84,263271.16,"AGRICULTURA"
"166",86628,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","CAYAMBE","GRANDE","SOCIETARIO",242,8647253.05,6422252.1,6360601.65,260601.31,"AGRICULTURA"
"167",165221,"ANÓNIMA","COSTA","GUAYAS","SANTA LUCIA","GRANDE","SOCIETARIO",13,1775295.07,573815.23,5401717.24,255640.12,"AGRICULTURA"
"168",708257,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",136,4969212.25,1273691.08,6029257.99,255291.65,"AGRICULTURA"
"169",34965,"ANÓNIMA","SIERRA","PICHINCHA","CAYAMBE","GRANDE","SOCIETARIO",245,5889863.38,1245848.58,5138224.99,254172.57,"AGRICULTURA"
"170",202164,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",236,8473151.1,2299165.19,3622181.96,253302.39,"AGRICULTURA"
"171",13066,"ANÓNIMA","COSTA","EL ORO","HUAQUILLAS","MEDIANA","SOCIETARIO",52,1884647.4,625976.31,2670578.91,250519.43,"AGRICULTURA"
"172",134884,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","GRANDE","SOCIETARIO",872,13935076.4,6231975.85,16565154.6,247670.88,"AGRICULTURA"
"173",126736,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","GRANDE","SOCIETARIO",24,6884685.13,4872588.53,5099817.72,246417.26,"AGRICULTURA"
"174",40013,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",6,4535915.41,2651927.48,8642174.51,243610.77,"AGRICULTURA"
"175",34328,"ANÓNIMA","COSTA","MANABI","MANTA","GRANDE","SOCIETARIO",8,25416488.6,7944330.27,36137079.91,243047.09,"AGRICULTURA"
"176",106155,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","MERCADO DE VALORES",2,2768896.46,2764543.32,306109.84,240890.22,"AGRICULTURA"
"177",51934,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","TABACUNDO","GRANDE","SOCIETARIO",350,4973484.39,2050293.53,6433793.17,239223.7,"AGRICULTURA"
"178",121981,"ANÓNIMA","COSTA","LOS RIOS","QUEVEDO","GRANDE","SOCIETARIO",482,7657597.83,2507443.86,8373956.82,237474.03,"AGRICULTURA"
"179",151593,"ANÓNIMA","SIERRA","PICHINCHA","TABACUNDO","GRANDE","SOCIETARIO",405,7667526.37,4328400.89,8070717.63,237217.15,"AGRICULTURA"
"180",31155,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","CUENCA","GRANDE","SOCIETARIO",538,9834537.14,5664927.53,9206274.01,234954.58,"AGRICULTURA"
"181",300840,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","AMAGUAÑA","MEDIANA","SOCIETARIO",39,245327.7,237950.13,1584592.74,232950.13,"AGRICULTURA"
"182",99347,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",38,1783990.64,1586411.67,1438784.02,231364.37,"AGRICULTURA"
"183",154354,"ANÓNIMA","SIERRA","IMBABURA","IBARRA","MEDIANA","SOCIETARIO",99,2033835.29,854807.75,2422554.63,230779.5,"AGRICULTURA"
"184",114764,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MEDIANA","SOCIETARIO",131,4236777.46,2607800.47,2497433.25,230561.23,"AGRICULTURA"
"185",112021,"ANÓNIMA","COSTA","GUAYAS","ELOY ALFARO (DURAN)","GRANDE","SOCIETARIO",229,15693649.1,10874102.1,4549285.12,230096.06,"AGRICULTURA"
"186",68224,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",38,1653406.35,313669.39,2135212.93,227329.9,"AGRICULTURA"
"187",49977,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MEDIANA","SOCIETARIO",187,2778055.98,759030.42,3998584.73,224784.15,"AGRICULTURA"
"188",121701,"ANÓNIMA","COSTA","EL ORO","MACHALA","GRANDE","SOCIETARIO",68,3991152,734531.88,5910810.09,224461.67,"AGRICULTURA"
"189",53856,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","GRANDE","SOCIETARIO",293,4615660.08,1516053.65,7405679.2,218798.62,"AGRICULTURA"
"190",704298,"ANÓNIMA","COSTA","SANTA ELENA","SALINAS","GRANDE","SOCIETARIO",7,683124.79,230500.54,7569798.14,218141.78,"AGRICULTURA"
"191",35171,"RESPONSABILIDAD LIMITADA","COSTA","MANABI","JARAMIJÓ","GRANDE","SOCIETARIO",198,25337947.4,8835354.26,25619755.34,217821.72,"AGRICULTURA"
"192",40733,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",4,859682.66,300714.76,1175479.12,216213.85,"AGRICULTURA"
"193",4353,"ANÓNIMA","COSTA","EL ORO","EL GUABO","MEDIANA","SOCIETARIO",33,3323200.22,2550451.76,1782148.67,215733.94,"AGRICULTURA"
"194",113104,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",548,16725796.8,2152758.82,88183769.46,206805.37,"AGRICULTURA"
"195",115653,"ANÓNIMA","COSTA","MANABI","MANTA","MEDIANA","SOCIETARIO",102,8085331.27,5408600.56,3860781.46,204907.8,"AGRICULTURA"
"196",174221,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",112,4574963.65,1327408.09,6910756.02,204875.64,"AGRICULTURA"
"197",159813,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","ALOASI","MEDIANA","SOCIETARIO",149,3727774.85,620792.68,3889619.75,202717.49,"AGRICULTURA"
"198",33923,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","CUENCA","GRANDE","SOCIETARIO",269,11753783.3,2401645.81,15572149.5,200720.06,"AGRICULTURA"
"199",97288,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",20,1973265.28,1805561.49,2273482.16,200391.18,"AGRICULTURA"
"200",158831,"ANÓNIMA","SIERRA","PICHINCHA","YARUQUÍ","MEDIANA","SOCIETARIO",6,2079059.42,993696.29,3149611.74,198236.56,"AGRICULTURA"
"201",167264,"ANÓNIMA","COSTA","LOS RIOS","BABAHOYO","MEDIANA","SOCIETARIO",8,499292.18,465051.27,1403810.65,194031.81,"AGRICULTURA"
"202",127610,"ANÓNIMA","COSTA","GUAYAS","ELOY ALFARO (DURAN)","MEDIANA","SOCIETARIO",216,6216489.59,2315592.88,4395988.29,191143.19,"AGRICULTURA"
"203",131214,"ANÓNIMA","COSTA","LOS RIOS","VINCES","PEQUEÑA","SOCIETARIO",9,497302.67,461473.15,808286.83,190553.34,"AGRICULTURA"
"204",202162,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",286,7454527.37,2191641.1,4411107.34,190303.2,"AGRICULTURA"
"205",169440,"ANÓNIMA","COSTA","LOS RIOS","QUEVEDO","MEDIANA","SOCIETARIO",11,728023.83,351082.48,2311939.5,190255.16,"AGRICULTURA"
"206",40411,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",54,2166259.19,404420.51,4010183.89,188159.86,"AGRICULTURA"
"207",131563,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",13,2081270.59,408851.37,3083782.6,188047.11,"AGRICULTURA"
"208",50187,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","GRANDE","SOCIETARIO",121,5978130.81,3690067.97,7582703.76,187543.27,"AGRICULTURA"
"209",68988,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",2,493077.95,487973.59,0,186298.72,"AGRICULTURA"
"210",133164,"ANÓNIMA","COSTA","EL ORO","EL GUABO","GRANDE","SOCIETARIO",60,10585694.9,8161141.24,5347820.54,185315.36,"AGRICULTURA"
"211",118971,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",94,2520108.59,681803.55,2722012.66,183644.07,"AGRICULTURA"
"212",97205,"ANÓNIMA","COSTA","EL ORO","EL GUABO","GRANDE","SOCIETARIO",71,8985306.08,6524530.94,7681412.42,181497.61,"AGRICULTURA"
"213",39780,"RESPONSABILIDAD LIMITADA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",48,2931456.64,1030773.26,3287539.68,180929.79,"AGRICULTURA"
"214",301437,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MEDIANA","SOCIETARIO",43,525174.34,221782.37,1365471.44,178737.11,"AGRICULTURA"
"215",41072,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",90,12106245.8,5604815.55,5557465.3,177237.07,"AGRICULTURA"
"216",116046,"ANÓNIMA","COSTA","LOS RIOS","QUEVEDO","GRANDE","SOCIETARIO",8,3599354.1,392410.61,5923872.75,177143.29,"AGRICULTURA"
"217",59523,"ANÓNIMA","COSTA","LOS RIOS","ISLA DE BEJUCAL","GRANDE","SOCIETARIO",378,10968498.9,5135672.21,9260148.29,176628.28,"AGRICULTURA"
"218",306611,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,211476.18,205166.12,376871.29,175166.12,"AGRICULTURA"
"219",166105,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",55,2766005.53,677333.21,3076858.12,173416.75,"AGRICULTURA"
"220",138669,"ANÓNIMA","COSTA","GUAYAS","BALZAR","GRANDE","SOCIETARIO",4,2253899.68,586633.93,6512906.39,172751.25,"AGRICULTURA"
"221",119477,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",2,1621379.37,1295230.57,0,172269.33,"AGRICULTURA"
"222",135465,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","GRANDE","SOCIETARIO",138,6009345.1,1448936.96,11680649.3,172203.26,"AGRICULTURA"
"223",82131,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MEDIANA","SOCIETARIO",23,1486683.99,1010666.9,2138230.66,171778.97,"AGRICULTURA"
"224",53990,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","GRANDE","SOCIETARIO",11,2609624.56,998783.42,6785720.48,170231.52,"AGRICULTURA"
"225",163873,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","GRANDE","SOCIETARIO",351,6266614.44,1085401.72,5820025.62,169958.58,"AGRICULTURA"
"226",1655,"ANÓNIMA","SIERRA","PICHINCHA","TAMBILLO","GRANDE","SOCIETARIO",589,41889382.7,15037178,37162383.98,169628.77,"AGRICULTURA"
"227",122681,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",40,1092856.24,580551.14,2096642.27,167676.78,"AGRICULTURA"
"228",155720,"ANÓNIMA","SIERRA","PICHINCHA","TABACUNDO","GRANDE","SOCIETARIO",341,5935607.27,1379820.53,6699720.66,166606.13,"AGRICULTURA"
"229",128784,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",58,2124965.17,420748.4,4252664.31,166444.48,"AGRICULTURA"
"230",94299,"ANÓNIMA","SIERRA","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO DE LOS COLORADOS","GRANDE","SOCIETARIO",69,2979359.67,2600863.42,5905564.04,165886.51,"AGRICULTURA"
"231",85381,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",5,2416791.75,2412513.59,0,165120.33,"AGRICULTURA"
"232",135841,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MEDIANA","SOCIETARIO",37,5600364.38,873821.07,4049546.5,164625.66,"AGRICULTURA"
"233",142094,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",6,737021.38,210634.44,1890749.08,164218.06,"AGRICULTURA"
"234",1922,"ANÓNIMA","SIERRA","PICHINCHA","ALOAG","GRANDE","SOCIETARIO",137,4752149.36,1651808.53,5535361.48,163552.23,"AGRICULTURA"
"235",52119,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","CAYAMBE","GRANDE","SOCIETARIO",24,5881309.05,3234166.58,7357713.69,163541.02,"AGRICULTURA"
"236",46608,"SUCURSAL EXTRANJERA","SIERRA","PICHINCHA","QUITO","GRANDE","SOCIETARIO",2187,37970998.1,27556541.1,42729687.72,162433.03,"AGRICULTURA"
"237",39412,"RESPONSABILIDAD LIMITADA","COSTA","EL ORO","MACHALA","GRANDE","SOCIETARIO",25,5261669,2295426.04,5089214.02,162127.16,"AGRICULTURA"
"238",131275,"RESPONSABILIDAD LIMITADA","COSTA","LOS RIOS","BABA","GRANDE","SOCIETARIO",199,4694105.91,2181191.5,7431609.18,159291.29,"AGRICULTURA"
"239",124564,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",133,11717695,9096161.32,4019124.45,158663.15,"AGRICULTURA"
"240",19690,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",260,21065137.9,18262870.3,7059897.48,158606.17,"AGRICULTURA"
"241",53454,"ANÓNIMA","SIERRA","PICHINCHA","TABACUNDO","MEDIANA","SOCIETARIO",147,3698215.84,2392371.26,3500414.81,157412.33,"AGRICULTURA"
"242",36182,"ANÓNIMA","SIERRA","TUNGURAHUA","AMBATO","PEQUEÑA","SOCIETARIO",12,2076977.57,390201.51,0,154389.13,"AGRICULTURA"
"243",129310,"ANÓNIMA","COSTA","EL ORO","PASAJE","MEDIANA","SOCIETARIO",53,1520030.08,537686.85,3229571.62,153226.38,"AGRICULTURA"
"244",46302,"ANÓNIMA","SIERRA","PICHINCHA","MACHACHI","MEDIANA","SOCIETARIO",9,27648376.3,27091391,2029145.31,150644.19,"AGRICULTURA"
"245",99736,"ANÓNIMA","COSTA","GUAYAS","NARANJITO","MEDIANA","SOCIETARIO",38,3570861.2,1192959.77,1417242.76,150466.16,"AGRICULTURA"
"246",165077,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",24,811267.48,420744.26,2139457.01,150456.66,"AGRICULTURA"
"247",132810,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",158,1775717.12,1164962.88,2902683.41,150119.25,"AGRICULTURA"
"248",5394,"ANÓNIMA","COSTA","LOS RIOS","CATARAMA","MEDIANA","SOCIETARIO",14,4862180.3,2567468.68,3522197.15,146934.33,"AGRICULTURA"
"249",29729,"ANÓNIMA","SIERRA","PICHINCHA","TABACUNDO","MEDIANA","SOCIETARIO",148,1669426.82,740362.66,2655491.93,145774.52,"AGRICULTURA"
"250",141314,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",186,3285180.58,2378733.45,2884463.89,145226.04,"AGRICULTURA"
"251",706064,"RESPONSABILIDAD LIMITADA","COSTA","LOS RIOS","VALENCIA","MEDIANA","SOCIETARIO",63,1098002.41,485865.77,3408350.47,144737.89,"AGRICULTURA"
"252",141309,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",265,1895624.79,542156.57,3356709.54,144173,"AGRICULTURA"
"253",116203,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MEDIANA","SOCIETARIO",38,6707726.58,1416244.11,3133407.13,144143,"AGRICULTURA"
"254",126054,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",35,6733848.15,1041419.62,52581818.84,144139.26,"AGRICULTURA"
"255",174170,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MEDIANA","SOCIETARIO",45,4502396.21,953548.28,3424721.57,143941.01,"AGRICULTURA"
"256",68829,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",86,3386112.12,994041.13,5720420.87,142802.74,"AGRICULTURA"
"257",715262,"ANÓNIMA","COSTA","MANABI","MANTA","GRANDE","SOCIETARIO",6,1486893.23,143199.23,6369559.81,142199.23,"AGRICULTURA"
"258",116887,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",88,1201207.12,561274.87,14303132.56,141598.85,"AGRICULTURA"
"259",106269,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",22,1639307.14,1288473.84,2805890.69,140896.03,"AGRICULTURA"
"260",77271,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,458467.31,186163.22,308969.03,140479.44,"AGRICULTURA"
"261",130762,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",10,3410052.99,503562.52,3925817.2,139547.51,"AGRICULTURA"
"262",97023,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",40,2874594.54,705704.94,1989947.95,139234.68,"AGRICULTURA"
"263",173524,"ANÓNIMA","COSTA","GUAYAS","NARCISA DE JESÚS (NOBOL)","MEDIANA","SOCIETARIO",4,756081.42,195213.67,3479566.54,138485.63,"AGRICULTURA"
"264",1528,"SUCURSAL EXTRANJERA","SIERRA","PICHINCHA","QUITO","MEDIANA","SOCIETARIO",101,19885803.1,6531844.4,3628904.38,137845.58,"AGRICULTURA"
"265",141011,"ANÓNIMA","COSTA","LOS RIOS","VALENCIA","PEQUEÑA","SOCIETARIO",24,18985733,16669922.3,101190.6,136938.7,"AGRICULTURA"
"266",303394,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",8,392395.52,157667.3,1757107,136406.35,"AGRICULTURA"
"267",170190,"ANÓNIMA","SIERRA","CAÑAR","LA TRONCAL","MEDIANA","SOCIETARIO",11,918380.8,389207.42,3376724.5,136347.22,"AGRICULTURA"
"268",132913,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",8,474799.96,149448.38,2362323.87,135048.4,"AGRICULTURA"
"269",175528,"ANÓNIMA","SIERRA","COTOPAXI","LATACUNGA","MEDIANA","SOCIETARIO",132,2562103.21,639592.91,2419787.76,134140.14,"AGRICULTURA"
"270",7543,"ANÓNIMA","ORIENTE","PASTAZA","PUYO","MEDIANA","SOCIETARIO",114,6181063.92,4388918.29,4746964.98,133710.33,"AGRICULTURA"
"271",44457,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",7,4606099.43,3435062.16,963720.48,133012.32,"AGRICULTURA"
"272",554,"ANÓNIMA","SIERRA","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO DE LOS COLORADOS","GRANDE","SOCIETARIO",202,18850430.4,17369516.3,7223969.77,132788.97,"AGRICULTURA"
"273",35051,"RESPONSABILIDAD LIMITADA","COSTA","MANABI","BAHÍA DE CARAQUEZ","MEDIANA","SOCIETARIO",16,1043343.07,811327.25,1109411,131823.76,"AGRICULTURA"
"274",42427,"ANÓNIMA","COSTA","SANTA ELENA","SANTA ELENA","MEDIANA","SOCIETARIO",42,2521410.68,1847914.46,2348151.51,131692.48,"AGRICULTURA"
"275",78773,"ANÓNIMA","COSTA","GUAYAS","GENERAL ANTONIO ELIZALDE (BUCAY)","MEDIANA","SOCIETARIO",157,11429705.7,8000180.13,1869512.62,131238.88,"AGRICULTURA"
"276",131898,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",21,1615050.58,1544318.22,927210.27,131176.08,"AGRICULTURA"
"277",34724,"ANÓNIMA","COSTA","MANABI","BAHÍA DE CARAQUEZ","MEDIANA","SOCIETARIO",56,2371432.5,1165209.53,3435321.92,130370.23,"AGRICULTURA"
"278",172823,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",14,2049103.4,630074.67,5856250.09,129982.76,"AGRICULTURA"
"279",132029,"ANÓNIMA","COSTA","LOS RIOS","QUEVEDO","MEDIANA","SOCIETARIO",4,801404.34,473271.31,1015943.72,128991.63,"AGRICULTURA"
"280",705624,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",6,703083.37,184079.32,1017359.9,128835.86,"AGRICULTURA"
"281",101388,"ANÓNIMA","COSTA","LOS RIOS","VINCES","MEDIANA","SOCIETARIO",9,1365848.73,500150.55,1724045.31,128742.99,"AGRICULTURA"
"282",120796,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",217,18295135.3,6781037.35,15423200.27,128687.23,"AGRICULTURA"
"283",308719,"ANÓNIMA","COSTA","EL ORO","MACHALA","PEQUEÑA","SOCIETARIO",4,205738.12,142932.85,285000,127739.56,"AGRICULTURA"
"284",159428,"ANÓNIMA","SIERRA","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO DE LOS COLORADOS","GRANDE","SOCIETARIO",37,3743418.48,1278079.54,8527688.35,127253.44,"AGRICULTURA"
"285",119522,"ANÓNIMA","COSTA","SANTA ELENA","SALINAS","MEDIANA","SOCIETARIO",41,1636622.6,495005.69,2505139.8,126561.06,"AGRICULTURA"
"286",134926,"ANÓNIMA","COSTA","LOS RIOS","QUEVEDO","PEQUEÑA","SOCIETARIO",4,375608.46,146669.34,838140.96,124549.65,"AGRICULTURA"
"287",34442,"ANÓNIMA","COSTA","MANABI","MANTA","MEDIANA","SOCIETARIO",11,1084178.51,516923.01,1839420.03,123880.6,"AGRICULTURA"
"288",118749,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",27,2004431.41,1492532.43,2515445.34,123591.91,"AGRICULTURA"
"289",100277,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",92,1343769.76,1144167.06,1679517.6,123397.92,"AGRICULTURA"
"290",55672,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",215,3834481.83,2543543.91,4146286.28,122158.92,"AGRICULTURA"
"291",85893,"ANÓNIMA","SIERRA","PICHINCHA","MACHACHI","PEQUEÑA","SOCIETARIO",19,543310.1,446815.17,761448.37,120822.93,"AGRICULTURA"
"292",133236,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",4,114156929,-5500002.7,140840058.9,120522.3,"AGRICULTURA"
"293",700875,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",23,402467.22,248786.84,690813.96,120125.67,"AGRICULTURA"
"294",142611,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",4,1153913.71,256114.5,1051994.39,120043.03,"AGRICULTURA"
"295",121261,"ANÓNIMA","COSTA","SANTA ELENA","SALINAS","MEDIANA","SOCIETARIO",7,691133.67,284623.3,3113224.96,119649.83,"AGRICULTURA"
"296",111108,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MEDIANA","SOCIETARIO",7,2759844.33,273210.67,4818395.14,119424.98,"AGRICULTURA"
"297",123958,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MEDIANA","SOCIETARIO",23,3399055.7,2606814.71,2751517.14,118934.07,"AGRICULTURA"
"298",146870,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","CUENCA","PEQUEÑA","SOCIETARIO",48,412450.34,168814.48,856109.51,117288.19,"AGRICULTURA"
"299",714394,"ANÓNIMA","SIERRA","PICHINCHA","SANGOLQUÍ","GRANDE","SOCIETARIO",16,2636991.35,179073.47,7068222.17,116481.39,"AGRICULTURA"
"300",175198,"ANÓNIMA","COSTA","GUAYAS","DAULE","PEQUEÑA","SOCIETARIO",4,259413.22,221476.8,901300.66,116071.23,"AGRICULTURA"
"301",710456,"ANÓNIMA","COSTA","GUAYAS","SAN JACINTO DE YAGUACHI","MEDIANA","SOCIETARIO",13,1249313.35,173054.34,4067179.26,115968.93,"AGRICULTURA"
"302",85250,"ANÓNIMA","SIERRA","PICHINCHA","CAYAMBE","MEDIANA","SOCIETARIO",214,4074929.94,520696.22,3125082.37,115707.2,"AGRICULTURA"
"303",40585,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",29,839834.15,326022.84,2354523.4,115335.76,"AGRICULTURA"
"304",61290,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",10,3649722.07,3032340.37,2408059.41,114810.53,"AGRICULTURA"
"305",708760,"ANÓNIMA","COSTA","EL ORO","EL GUABO","MEDIANA","SOCIETARIO",44,3561043.97,319792.49,2288710.09,114637.34,"AGRICULTURA"
"306",117532,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",49,6440718.5,1177914.96,5162547.64,113355.38,"AGRICULTURA"
"307",127213,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",3,667563.54,147006.38,375812.1,112945.27,"AGRICULTURA"
"308",181043,"ANÓNIMA","COSTA","GUAYAS","BALZAR","MEDIANA","SOCIETARIO",28,1051581.88,148672.65,3094502.5,112142.73,"AGRICULTURA"
